1511,baseball,11,241,7,2019-09-08 00:00:00.000000,2019-09-08,0
1521,baseball,11,251,7,2019-09-15 00:00:00.000000,2019-09-15,0
1531,baseball,11,261,7,2019-09-22 00:00:00.000000,2019-09-22,0
1541,baseball,11,271,7,2019-09-29 00:00:00.000000,2019-09-29,0
1551,baseball,11,281,7,2019-10-06 00:00:00.000000,2019-10-06,0
1561,baseball,11,291,7,2019-10-13 00:00:00.000000,2019-10-13,0
1571,baseball,11,1,7,2019-10-27 00:00:00.000000,2019-10-27,0
1581,baseball,21,31,27,2019-04-07 00:00:00.000000,2019-04-07,0
1591,baseball,21,41,27,2019-04-14 00:00:00.000000,2019-04-14,0
1601,baseball,21,51,27,2019-04-21 00:00:00.000000,2019-04-21,0
1611,baseball,21,61,27,2019-04-28 00:00:00.000000,2019-04-28,0
1621,baseball,21,71,27,2019-05-05 00:00:00.000000,2019-05-05,0
1631,baseball,21,81,27,2019-05-12 00:00:00.000000,2019-05-12,0
1641,baseball,21,91,27,2019-05-19 00:00:00.000000,2019-05-19,0
1651,baseball,21,101,27,2019-05-26 00:00:00.000000,2019-05-26,0
1661,baseball,21,111,27,2019-06-02 00:00:00.000000,2019-06-02,0
1671,baseball,21,121,27,2019-06-09 00:00:00.000000,2019-06-09,0
1681,baseball,21,131,27,2019-06-16 00:00:00.000000,2019-06-16,0
1691,baseball,21,141,27,2019-06-23 00:00:00.000000,2019-06-23,0
1701,baseball,21,151,27,2019-06-30 00:00:00.000000,2019-06-30,0
1711,baseball,21,161,27,2019-07-07 00:00:00.000000,2019-07-07,0
1721,baseball,21,171,27,2019-07-14 00:00:00.000000,2019-07-14,0
1731,baseball,21,181,27,2019-07-21 00:00:00.000000,2019-07-21,0
1741,baseball,21,191,27,2019-07-28 00:00:00.000000,2019-07-28,0
1751,baseball,21,201,27,2019-08-04 00:00:00.000000,2019-08-04,0
1761,baseball,21,211,27,2019-08-11 00:00:00.000000,2019-08-11,0
1771,baseball,21,221,27,2019-08-18 00:00:00.000000,2019-08-18,0
1781,baseball,21,231,27,2019-08-25 00:00:00.000000,2019-08-25,0
1791,baseball,21,241,27,2019-09-01 00:00:00.000000,2019-09-01,0
1801,baseball,21,251,27,2019-09-08 00:00:00.000000,2019-09-08,0
1811,baseball,21,261,27,2019-09-15 00:00:00.000000,2019-09-15,0
1821,baseball,21,271,27,2019-09-22 00:00:00.000000,2019-09-22,0
1831,baseball,21,281,27,2019-09-29 00:00:00.000000,2019-09-29,0
1841,baseball,21,291,27,2019-10-06 00:00:00.000000,2019-10-06,0
1851,baseball,21,1,27,2019-10-20 00:00:00.000000,2019-10-20,0
1861,baseball,21,11,27,2019-10-27 00:00:00.000000,2019-10-27,0
1871,baseball,31,41,25,2019-04-07 00:00:00.000000,2019-04-07,0
1881,baseball,31,51,25,2019-04-14 00:00:00.000000,2019-04-14,0
1891,baseball,31,61,25,2019-04-21 00:00:00.000000,2019-04-21,0
1901,baseball,31,71,25,2019-04-28 00:00:00.000000,2019-04-28,0
1911,baseball,31,81,25,2019-05-05 00:00:00.000000,2019-05-05,0
1921,baseball,31,91,25,2019-05-12 00:00:00.000000,2019-05-12,0
1931,baseball,31,101,25,2019-05-19 00:00:00.000000,2019-05-19,0
1941,baseball,31,111,25,2019-05-26 00:00:00.000000,2019-05-26,0
1951,baseball,31,121,25,2019-06-02 00:00:00.000000,2019-06-02,0
1961,baseball,31,131,25,2019-06-09 00:00:00.000000,2019-06-09,0
1971,baseball,31,141,25,2019-06-16 00:00:00.000000,2019-06-16,0
1981,baseball,31,151,25,2019-06-23 00:00:00.000000,2019-06-23,0
1991,baseball,31,161,25,2019-06-30 00:00:00.000000,2019-06-30,0
11001,baseball,31,171,25,2019-07-07 00:00:00.000000,2019-07-07,0
11011,baseball,31,181,25,2019-07-14 00:00:00.000000,2019-07-14,0
11021,baseball,31,191,25,2019-07-21 00:00:00.000000,2019-07-21,0
11031,baseball,31,201,25,2019-07-28 00:00:00.000000,2019-07-28,0
11041,baseball,31,211,25,2019-08-04 00:00:00.000000,2019-08-04,0
11051,baseball,31,221,25,2019-08-11 00:00:00.000000,2019-08-11,0
11061,baseball,31,231,25,2019-08-18 00:00:00.000000,2019-08-18,0
11071,baseball,31,241,25,2019-08-25 00:00:00.000000,2019-08-25,0
11081,baseball,31,251,25,2019-09-01 00:00:00.000000,2019-09-01,0
11091,baseball,31,261,25,2019-09-08 00:00:00.000000,2019-09-08,0
11101,baseball,31,271,25,2019-09-15 00:00:00.000000,2019-09-15,0
11111,baseball,31,281,25,2019-09-22 00:00:00.000000,2019-09-22,0
11121,baseball,31,291,25,2019-09-29 00:00:00.000000,2019-09-29,0
11131,baseball,31,1,25,2019-10-13 00:00:00.000000,2019-10-13,0
11141,baseball,31,11,25,2019-10-20 00:00:00.000000,2019-10-20,0
11151,baseball,31,21,25,2019-10-27 00:00:00.000000,2019-10-27,0
11161,baseball,41,51,9,2019-04-07 00:00:00.000000,2019-04-07,0
11171,baseball,41,61,9,2019-04-14 00:00:00.000000,2019-04-14,0
11181,baseball,41,71,9,2019-04-21 00:00:00.000000,2019-04-21,0
11191,baseball,41,81,9,2019-04-28 00:00:00.000000,2019-04-28,0
11201,baseball,41,91,9,2019-05-05 00:00:00.000000,2019-05-05,0
11211,baseball,41,101,9,2019-05-12 00:00:00.000000,2019-05-12,0
11221,baseball,41,111,9,2019-05-19 00:00:00.000000,2019-05-19,0
11231,baseball,41,121,9,2019-05-26 00:00:00.000000,2019-05-26,0
11241,baseball,41,131,9,2019-06-02 00:00:00.000000,2019-06-02,0
11251,baseball,41,141,9,2019-06-09 00:00:00.000000,2019-06-09,0
11261,baseball,41,151,9,2019-06-16 00:00:00.000000,2019-06-16,0
11271,baseball,41,161,9,2019-06-23 00:00:00.000000,2019-06-23,0
11281,baseball,41,171,9,2019-06-30 00:00:00.000000,2019-06-30,0
11291,baseball,41,181,9,2019-07-07 00:00:00.000000,2019-07-07,0
11301,baseball,41,191,9,2019-07-14 00:00:00.000000,2019-07-14,0
11311,baseball,41,201,9,2019-07-21 00:00:00.000000,2019-07-21,0
11321,baseball,41,211,9,2019-07-28 00:00:00.000000,2019-07-28,0
11331,baseball,41,221,9,2019-08-04 00:00:00.000000,2019-08-04,0
11341,baseball,41,231,9,2019-08-11 00:00:00.000000,2019-08-11,0
11351,baseball,41,241,9,2019-08-18 00:00:00.000000,2019-08-18,0
11361,baseball,41,251,9,2019-08-25 00:00:00.000000,2019-08-25,0
11371,baseball,41,261,9,2019-09-01 00:00:00.000000,2019-09-01,0
11381,baseball,41,271,9,2019-09-08 00:00:00.000000,2019-09-08,0
11391,baseball,41,281,9,2019-09-15 00:00:00.000000,2019-09-15,0
11401,baseball,41,291,9,2019-09-22 00:00:00.000000,2019-09-22,0
11411,baseball,41,1,9,2019-10-06 00:00:00.000000,2019-10-06,0
11421,baseball,41,11,9,2019-10-13 00:00:00.000000,2019-10-13,0
11431,baseball,41,21,9,2019-10-20 00:00:00.000000,2019-10-20,0
11441,baseball,41,31,9,2019-10-27 00:00:00.000000,2019-10-27,0
11451,baseball,51,61,13,2019-04-07 00:00:00.000000,2019-04-07,0
11461,baseball,51,71,13,2019-04-14 00:00:00.000000,2019-04-14,0
11471,baseball,51,81,13,2019-04-21 00:00:00.000000,2019-04-21,0
11481,baseball,51,91,13,2019-04-28 00:00:00.000000,2019-04-28,0
11491,baseball,51,101,13,2019-05-05 00:00:00.000000,2019-05-05,0
11501,baseball,51,111,13,2019-05-12 00:00:00.000000,2019-05-12,0
11511,baseball,51,121,13,2019-05-19 00:00:00.000000,2019-05-19,0
11521,baseball,51,131,13,2019-05-26 00:00:00.000000,2019-05-26,0
11531,baseball,51,141,13,2019-06-02 00:00:00.000000,2019-06-02,0
11541,baseball,51,151,13,2019-06-09 00:00:00.000000,2019-06-09,0
11551,baseball,51,161,13,2019-06-16 00:00:00.000000,2019-06-16,0
11561,baseball,51,171,13,2019-06-23 00:00:00.000000,2019-06-23,0
11571,baseball,51,181,13,2019-06-30 00:00:00.000000,2019-06-30,0
11581,baseball,51,191,13,2019-07-07 00:00:00.000000,2019-07-07,0
11591,baseball,51,201,13,2019-07-14 00:00:00.000000,2019-07-14,0
11601,baseball,51,211,13,2019-07-21 00:00:00.000000,2019-07-21,0
11611,baseball,51,221,13,2019-07-28 00:00:00.000000,2019-07-28,0
11621,baseball,51,231,13,2019-08-04 00:00:00.000000,2019-08-04,0
11631,baseball,51,241,13,2019-08-11 00:00:00.000000,2019-08-11,0
11641,baseball,51,251,13,2019-08-18 00:00:00.000000,2019-08-18,0
11651,baseball,51,261,13,2019-08-25 00:00:00.000000,2019-08-25,0
11661,baseball,51,271,13,2019-09-01 00:00:00.000000,2019-09-01,0
11671,baseball,51,281,13,2019-09-08 00:00:00.000000,2019-09-08,0
11681,baseball,51,291,13,2019-09-15 00:00:00.000000,2019-09-15,0
11691,baseball,51,1,13,2019-09-29 00:00:00.000000,2019-09-29,0
11701,baseball,51,11,13,2019-10-06 00:00:00.000000,2019-10-06,0
11711,baseball,51,21,13,2019-10-13 00:00:00.000000,2019-10-13,0
11721,baseball,51,31,13,2019-10-20 00:00:00.000000,2019-10-20,0
11731,baseball,51,41,13,2019-10-27 00:00:00.000000,2019-10-27,0
11741,baseball,61,71,8,2019-04-07 00:00:00.000000,2019-04-07,0
11751,baseball,61,81,8,2019-04-14 00:00:00.000000,2019-04-14,0
11761,baseball,61,91,8,2019-04-21 00:00:00.000000,2019-04-21,0
11771,baseball,61,101,8,2019-04-28 00:00:00.000000,2019-04-28,0
11781,baseball,61,111,8,2019-05-05 00:00:00.000000,2019-05-05,0
11791,baseball,61,121,8,2019-05-12 00:00:00.000000,2019-05-12,0
11801,baseball,61,131,8,2019-05-19 00:00:00.000000,2019-05-19,0
11811,baseball,61,141,8,2019-05-26 00:00:00.000000,2019-05-26,0
11821,baseball,61,151,8,2019-06-02 00:00:00.000000,2019-06-02,0
11831,baseball,61,161,8,2019-06-09 00:00:00.000000,2019-06-09,0
11841,baseball,61,171,8,2019-06-16 00:00:00.000000,2019-06-16,0
11851,baseball,61,181,8,2019-06-23 00:00:00.000000,2019-06-23,0
11861,baseball,61,191,8,2019-06-30 00:00:00.000000,2019-06-30,0
11871,baseball,61,201,8,2019-07-07 00:00:00.000000,2019-07-07,0
11881,baseball,61,211,8,2019-07-14 00:00:00.000000,2019-07-14,0
11891,baseball,61,221,8,2019-07-21 00:00:00.000000,2019-07-21,0
11901,baseball,61,231,8,2019-07-28 00:00:00.000000,2019-07-28,0
11911,baseball,61,241,8,2019-08-04 00:00:00.000000,2019-08-04,0
11921,baseball,61,251,8,2019-08-11 00:00:00.000000,2019-08-11,0
11931,baseball,61,261,8,2019-08-18 00:00:00.000000,2019-08-18,0
11941,baseball,61,271,8,2019-08-25 00:00:00.000000,2019-08-25,0
11951,baseball,61,281,8,2019-09-01 00:00:00.000000,2019-09-01,0
11961,baseball,61,291,8,2019-09-08 00:00:00.000000,2019-09-08,0
11971,baseball,61,1,8,2019-09-22 00:00:00.000000,2019-09-22,0
11981,baseball,61,11,8,2019-09-29 00:00:00.000000,2019-09-29,0
11991,baseball,61,21,8,2019-10-06 00:00:00.000000,2019-10-06,0
12001,baseball,61,31,8,2019-10-13 00:00:00.000000,2019-10-13,0
12011,baseball,61,41,8,2019-10-20 00:00:00.000000,2019-10-20,0
12021,baseball,61,51,8,2019-10-27 00:00:00.000000,2019-10-27,0
12031,baseball,71,81,3,2019-04-07 00:00:00.000000,2019-04-07,0
12041,baseball,71,91,3,2019-04-14 00:00:00.000000,2019-04-14,0
12051,baseball,71,101,3,2019-04-21 00:00:00.000000,2019-04-21,0
12061,baseball,71,111,3,2019-04-28 00:00:00.000000,2019-04-28,0
12071,baseball,71,121,3,2019-05-05 00:00:00.000000,2019-05-05,0
12081,baseball,71,131,3,2019-05-12 00:00:00.000000,2019-05-12,0
12091,baseball,71,141,3,2019-05-19 00:00:00.000000,2019-05-19,0
12101,baseball,71,151,3,2019-05-26 00:00:00.000000,2019-05-26,0
12111,baseball,71,161,3,2019-06-02 00:00:00.000000,2019-06-02,0
12121,baseball,71,171,3,2019-06-09 00:00:00.000000,2019-06-09,0
12131,baseball,71,181,3,2019-06-16 00:00:00.000000,2019-06-16,0
12141,baseball,71,191,3,2019-06-23 00:00:00.000000,2019-06-23,0
12151,baseball,71,201,3,2019-06-30 00:00:00.000000,2019-06-30,0
12161,baseball,71,211,3,2019-07-07 00:00:00.000000,2019-07-07,0
12171,baseball,71,221,3,2019-07-14 00:00:00.000000,2019-07-14,0
12181,baseball,71,231,3,2019-07-21 00:00:00.000000,2019-07-21,0
12191,baseball,71,241,3,2019-07-28 00:00:00.000000,2019-07-28,0
12201,baseball,71,251,3,2019-08-04 00:00:00.000000,2019-08-04,0
12211,baseball,71,261,3,2019-08-11 00:00:00.000000,2019-08-11,0
12221,baseball,71,271,3,2019-08-18 00:00:00.000000,2019-08-18,0
12231,baseball,71,281,3,2019-08-25 00:00:00.000000,2019-08-25,0
12241,baseball,71,291,3,2019-09-01 00:00:00.000000,2019-09-01,0
12251,baseball,71,1,3,2019-09-15 00:00:00.000000,2019-09-15,0
12261,baseball,71,11,3,2019-09-22 00:00:00.000000,2019-09-22,0
12271,baseball,71,21,3,2019-09-29 00:00:00.000000,2019-09-29,0
12281,baseball,71,31,3,2019-10-06 00:00:00.000000,2019-10-06,0
12291,baseball,71,41,3,2019-10-13 00:00:00.000000,2019-10-13,0
12301,baseball,71,51,3,2019-10-20 00:00:00.000000,2019-10-20,0
12311,baseball,71,61,3,2019-10-27 00:00:00.000000,2019-10-27,0
12321,baseball,81,91,18,2019-04-07 00:00:00.000000,2019-04-07,0
12331,baseball,81,101,18,2019-04-14 00:00:00.000000,2019-04-14,0
12341,baseball,81,111,18,2019-04-21 00:00:00.000000,2019-04-21,0
12351,baseball,81,121,18,2019-04-28 00:00:00.000000,2019-04-28,0
12361,baseball,81,131,18,2019-05-05 00:00:00.000000,2019-05-05,0
12371,baseball,81,141,18,2019-05-12 00:00:00.000000,2019-05-12,0
12381,baseball,81,151,18,2019-05-19 00:00:00.000000,2019-05-19,0
12391,baseball,81,161,18,2019-05-26 00:00:00.000000,2019-05-26,0
12401,baseball,81,171,18,2019-06-02 00:00:00.000000,2019-06-02,0
12411,baseball,81,181,18,2019-06-09 00:00:00.000000,2019-06-09,0
12421,baseball,81,191,18,2019-06-16 00:00:00.000000,2019-06-16,0
12431,baseball,81,201,18,2019-06-23 00:00:00.000000,2019-06-23,0
12441,baseball,81,211,18,2019-06-30 00:00:00.000000,2019-06-30,0
12451,baseball,81,221,18,2019-07-07 00:00:00.000000,2019-07-07,0
12461,baseball,81,231,18,2019-07-14 00:00:00.000000,2019-07-14,0
12471,baseball,81,241,18,2019-07-21 00:00:00.000000,2019-07-21,0
12481,baseball,81,251,18,2019-07-28 00:00:00.000000,2019-07-28,0
12491,baseball,81,261,18,2019-08-04 00:00:00.000000,2019-08-04,0
12501,baseball,81,271,18,2019-08-11 00:00:00.000000,2019-08-11,0
12511,baseball,81,281,18,2019-08-18 00:00:00.000000,2019-08-18,0
12521,baseball,81,291,18,2019-08-25 00:00:00.000000,2019-08-25,0
12531,baseball,81,1,18,2019-09-08 00:00:00.000000,2019-09-08,0
12541,baseball,81,11,18,2019-09-15 00:00:00.000000,2019-09-15,0
12551,baseball,81,21,18,2019-09-22 00:00:00.000000,2019-09-22,0
12561,baseball,81,31,18,2019-09-29 00:00:00.000000,2019-09-29,0
12571,baseball,81,41,18,2019-10-06 00:00:00.000000,2019-10-06,0
12581,baseball,81,51,18,2019-10-13 00:00:00.000000,2019-10-13,0
12591,baseball,81,61,18,2019-10-20 00:00:00.000000,2019-10-20,0
12601,baseball,81,71,18,2019-10-27 00:00:00.000000,2019-10-27,0
12611,baseball,91,101,10,2019-04-07 00:00:00.000000,2019-04-07,0
12621,baseball,91,111,10,2019-04-14 00:00:00.000000,2019-04-14,0
12631,baseball,91,121,10,2019-04-21 00:00:00.000000,2019-04-21,0
12641,baseball,91,131,10,2019-04-28 00:00:00.000000,2019-04-28,0
12651,baseball,91,141,10,2019-05-05 00:00:00.000000,2019-05-05,0
12661,baseball,91,151,10,2019-05-12 00:00:00.000000,2019-05-12,0
12671,baseball,91,161,10,2019-05-19 00:00:00.000000,2019-05-19,0
12681,baseball,91,171,10,2019-05-26 00:00:00.000000,2019-05-26,0
12691,baseball,91,181,10,2019-06-02 00:00:00.000000,2019-06-02,0
12701,baseball,91,191,10,2019-06-09 00:00:00.000000,2019-06-09,0
12711,baseball,91,201,10,2019-06-16 00:00:00.000000,2019-06-16,0
12721,baseball,91,211,10,2019-06-23 00:00:00.000000,2019-06-23,0
12731,baseball,91,221,10,2019-06-30 00:00:00.000000,2019-06-30,0
12741,baseball,91,231,10,2019-07-07 00:00:00.000000,2019-07-07,0
12751,baseball,91,241,10,2019-07-14 00:00:00.000000,2019-07-14,0
12761,baseball,91,251,10,2019-07-21 00:00:00.000000,2019-07-21,0
12771,baseball,91,261,10,2019-07-28 00:00:00.000000,2019-07-28,0
12781,baseball,91,271,10,2019-08-04 00:00:00.000000,2019-08-04,0
12791,baseball,91,281,10,2019-08-11 00:00:00.000000,2019-08-11,0
12801,baseball,91,291,10,2019-08-18 00:00:00.000000,2019-08-18,0
12811,baseball,91,1,10,2019-09-01 00:00:00.000000,2019-09-01,0
12821,baseball,91,11,10,2019-09-08 00:00:00.000000,2019-09-08,0
12831,baseball,91,21,10,2019-09-15 00:00:00.000000,2019-09-15,0
12841,baseball,91,31,10,2019-09-22 00:00:00.000000,2019-09-22,0
12851,baseball,91,41,10,2019-09-29 00:00:00.000000,2019-09-29,0
12861,baseball,91,51,10,2019-10-06 00:00:00.000000,2019-10-06,0
12871,baseball,91,61,10,2019-10-13 00:00:00.000000,2019-10-13,0
12881,baseball,91,71,10,2019-10-20 00:00:00.000000,2019-10-20,0
12891,baseball,91,81,10,2019-10-27 00:00:00.000000,2019-10-27,0
12901,baseball,101,111,2,2019-04-07 00:00:00.000000,2019-04-07,0
12911,baseball,101,121,2,2019-04-14 00:00:00.000000,2019-04-14,0
12921,baseball,101,131,2,2019-04-21 00:00:00.000000,2019-04-21,0
12931,baseball,101,141,2,2019-04-28 00:00:00.000000,2019-04-28,0
12941,baseball,101,151,2,2019-05-05 00:00:00.000000,2019-05-05,0
12951,baseball,101,161,2,2019-05-12 00:00:00.000000,2019-05-12,0
12961,baseball,101,171,2,2019-05-19 00:00:00.000000,2019-05-19,0
12971,baseball,101,181,2,2019-05-26 00:00:00.000000,2019-05-26,0
12981,baseball,101,191,2,2019-06-02 00:00:00.000000,2019-06-02,0
12991,baseball,101,201,2,2019-06-09 00:00:00.000000,2019-06-09,0
13001,baseball,101,211,2,2019-06-16 00:00:00.000000,2019-06-16,0
13011,baseball,101,221,2,2019-06-23 00:00:00.000000,2019-06-23,0
13021,baseball,101,231,2,2019-06-30 00:00:00.000000,2019-06-30,0
13031,baseball,101,241,2,2019-07-07 00:00:00.000000,2019-07-07,0
13041,baseball,101,251,2,2019-07-14 00:00:00.000000,2019-07-14,0
13051,baseball,101,261,2,2019-07-21 00:00:00.000000,2019-07-21,0
13061,baseball,101,271,2,2019-07-28 00:00:00.000000,2019-07-28,0
13071,baseball,101,281,2,2019-08-04 00:00:00.000000,2019-08-04,0
13081,baseball,101,291,2,2019-08-11 00:00:00.000000,2019-08-11,0
13091,baseball,101,1,2,2019-08-25 00:00:00.000000,2019-08-25,0
13101,baseball,101,11,2,2019-09-01 00:00:00.000000,2019-09-01,0
13111,baseball,101,21,2,2019-09-08 00:00:00.000000,2019-09-08,0
13121,baseball,101,31,2,2019-09-15 00:00:00.000000,2019-09-15,0
13131,baseball,101,41,2,2019-09-22 00:00:00.000000,2019-09-22,0
13141,baseball,101,51,2,2019-09-29 00:00:00.000000,2019-09-29,0
13151,baseball,101,61,2,2019-10-06 00:00:00.000000,2019-10-06,0
13161,baseball,101,71,2,2019-10-13 00:00:00.000000,2019-10-13,0
13171,baseball,101,81,2,2019-10-20 00:00:00.000000,2019-10-20,0
13181,baseball,101,91,2,2019-10-27 00:00:00.000000,2019-10-27,0
13191,baseball,111,121,22,2019-04-07 00:00:00.000000,2019-04-07,0
13201,baseball,111,131,22,2019-04-14 00:00:00.000000,2019-04-14,0
13211,baseball,111,141,22,2019-04-21 00:00:00.000000,2019-04-21,0
13221,baseball,111,151,22,2019-04-28 00:00:00.000000,2019-04-28,0
13231,baseball,111,161,22,2019-05-05 00:00:00.000000,2019-05-05,0
13241,baseball,111,171,22,2019-05-12 00:00:00.000000,2019-05-12,0
13251,baseball,111,181,22,2019-05-19 00:00:00.000000,2019-05-19,0
13261,baseball,111,191,22,2019-05-26 00:00:00.000000,2019-05-26,0
13271,baseball,111,201,22,2019-06-02 00:00:00.000000,2019-06-02,0
13281,baseball,111,211,22,2019-06-09 00:00:00.000000,2019-06-09,0
13291,baseball,111,221,22,2019-06-16 00:00:00.000000,2019-06-16,0
13301,baseball,111,231,22,2019-06-23 00:00:00.000000,2019-06-23,0
13311,baseball,111,241,22,2019-06-30 00:00:00.000000,2019-06-30,0
13321,baseball,111,251,22,2019-07-07 00:00:00.000000,2019-07-07,0
13331,baseball,111,261,22,2019-07-14 00:00:00.000000,2019-07-14,0
13341,baseball,111,271,22,2019-07-21 00:00:00.000000,2019-07-21,0
13351,baseball,111,281,22,2019-07-28 00:00:00.000000,2019-07-28,0
13361,baseball,111,291,22,2019-08-04 00:00:00.000000,2019-08-04,0
13371,baseball,111,1,22,2019-08-18 00:00:00.000000,2019-08-18,0
13381,baseball,111,11,22,2019-08-25 00:00:00.000000,2019-08-25,0
13391,baseball,111,21,22,2019-09-01 00:00:00.000000,2019-09-01,0
13401,baseball,111,31,22,2019-09-08 00:00:00.000000,2019-09-08,0
13411,baseball,111,41,22,2019-09-15 00:00:00.000000,2019-09-15,0
13421,baseball,111,51,22,2019-09-22 00:00:00.000000,2019-09-22,0
13431,baseball,111,61,22,2019-09-29 00:00:00.000000,2019-09-29,0
13441,baseball,111,71,22,2019-10-06 00:00:00.000000,2019-10-06,0
13451,baseball,111,81,22,2019-10-13 00:00:00.000000,2019-10-13,0
13461,baseball,111,91,22,2019-10-20 00:00:00.000000,2019-10-20,0
13471,baseball,111,101,22,2019-10-27 00:00:00.000000,2019-10-27,0
13481,baseball,121,131,1,2019-04-07 00:00:00.000000,2019-04-07,0
13491,baseball,121,141,1,2019-04-14 00:00:00.000000,2019-04-14,0
13501,baseball,121,151,1,2019-04-21 00:00:00.000000,2019-04-21,0
13511,baseball,121,161,1,2019-04-28 00:00:00.000000,2019-04-28,0
13521,baseball,121,171,1,2019-05-05 00:00:00.000000,2019-05-05,0
13531,baseball,121,181,1,2019-05-12 00:00:00.000000,2019-05-12,0
13541,baseball,121,191,1,2019-05-19 00:00:00.000000,2019-05-19,0
13551,baseball,121,201,1,2019-05-26 00:00:00.000000,2019-05-26,0
13561,baseball,121,211,1,2019-06-02 00:00:00.000000,2019-06-02,0
13571,baseball,121,221,1,2019-06-09 00:00:00.000000,2019-06-09,0
13581,baseball,121,231,1,2019-06-16 00:00:00.000000,2019-06-16,0
13591,baseball,121,241,1,2019-06-23 00:00:00.000000,2019-06-23,0
13601,baseball,121,251,1,2019-06-30 00:00:00.000000,2019-06-30,0
13611,baseball,121,261,1,2019-07-07 00:00:00.000000,2019-07-07,0
13621,baseball,121,271,1,2019-07-14 00:00:00.000000,2019-07-14,0
13631,baseball,121,281,1,2019-07-21 00:00:00.000000,2019-07-21,0
13641,baseball,121,291,1,2019-07-28 00:00:00.000000,2019-07-28,0
13651,baseball,121,1,1,2019-08-11 00:00:00.000000,2019-08-11,0
13661,baseball,121,11,1,2019-08-18 00:00:00.000000,2019-08-18,0
13671,baseball,121,21,1,2019-08-25 00:00:00.000000,2019-08-25,0
13681,baseball,121,31,1,2019-09-01 00:00:00.000000,2019-09-01,0
13691,baseball,121,41,1,2019-09-08 00:00:00.000000,2019-09-08,0
13701,baseball,121,51,1,2019-09-15 00:00:00.000000,2019-09-15,0
13711,baseball,121,61,1,2019-09-22 00:00:00.000000,2019-09-22,0
13721,baseball,121,71,1,2019-09-29 00:00:00.000000,2019-09-29,0
13731,baseball,121,81,1,2019-10-06 00:00:00.000000,2019-10-06,0
13741,baseball,121,91,1,2019-10-13 00:00:00.000000,2019-10-13,0
13751,baseball,121,101,1,2019-10-20 00:00:00.000000,2019-10-20,0
13761,baseball,121,111,1,2019-10-27 00:00:00.000000,2019-10-27,0
13771,baseball,131,141,4,2019-04-07 00:00:00.000000,2019-04-07,0
13781,baseball,131,151,4,2019-04-14 00:00:00.000000,2019-04-14,0
13791,baseball,131,161,4,2019-04-21 00:00:00.000000,2019-04-21,0
13801,baseball,131,171,4,2019-04-28 00:00:00.000000,2019-04-28,0
13811,baseball,131,181,4,2019-05-05 00:00:00.000000,2019-05-05,0
13821,baseball,131,191,4,2019-05-12 00:00:00.000000,2019-05-12,0
13831,baseball,131,201,4,2019-05-19 00:00:00.000000,2019-05-19,0
13841,baseball,131,211,4,2019-05-26 00:00:00.000000,2019-05-26,0
13851,baseball,131,221,4,2019-06-02 00:00:00.000000,2019-06-02,0
13861,baseball,131,231,4,2019-06-09 00:00:00.000000,2019-06-09,0
